CUST_ID,INCOME,SAVINGS,DEBT,R_SAVINGS_INCOME,R_DEBT_INCOME,R_DEBT_SAVINGS,T_CLOTHING_12,T_CLOTHING_6,R_CLOTHING,R_CLOTHING_INCOME,R_CLOTHING_SAVINGS,R_CLOTHING_DEBT,T_EDUCATION_12,T_EDUCATION_6,R_EDUCATION,R_EDUCATION_INCOME,R_EDUCATION_SAVINGS,R_EDUCATION_DEBT,T_ENTERTAINMENT_12,T_ENTERTAINMENT_6,R_ENTERTAINMENT,R_ENTERTAINMENT_INCOME,R_ENTERTAINMENT_SAVINGS,R_ENTERTAINMENT_DEBT,T_FINES_12,T_FINES_6,R_FINES,R_FINES_INCOME,R_FINES_SAVINGS,R_FINES_DEBT,T_GAMBLING_12,T_GAMBLING_6,R_GAMBLING,R_GAMBLING_INCOME,R_GAMBLING_SAVINGS,R_GAMBLING_DEBT,T_GROCERIES_12,T_GROCERIES_6,R_GROCERIES,R_GROCERIES_INCOME,R_GROCERIES_SAVINGS,R_GROCERIES_DEBT,T_HEALTH_12,T_HEALTH_6,R_HEALTH,R_HEALTH_INCOME,R_HEALTH_SAVINGS,R_HEALTH_DEBT,T_HOUSING_12,T_HOUSING_6,R_HOUSING,R_HOUSING_INCOME,R_HOUSING_SAVINGS,R_HOUSING_DEBT,T_TAX_12,T_TAX_6,R_TAX,R_TAX_INCOME,R_TAX_SAVINGS,R_TAX_DEBT,T_TRAVEL_12,T_TRAVEL_6,R_TRAVEL,R_TRAVEL_INCOME,R_TRAVEL_SAVINGS,R_TRAVEL_DEBT,T_UTILITIES_12,T_UTILITIES_6,R_UTILITIES,R_UTILITIES_INCOME,R_UTILITIES_SAVINGS,R_UTILITIES_DEBT,T_EXPENDITURE_12,T_EXPENDITURE_6,R_EXPENDITURE,R_EXPENDITURE_INCOME,R_EXPENDITURE_SAVINGS,R_EXPENDITURE_DEBT,CREDIT_SCORE,DEFAULT,CAT_GAMBLING_Low,CAT_GAMBLING_No,CAT_DEBT_1,CAT_CREDIT_CARD_1,CAT_MORTGAGE_1,CAT_SAVINGS_ACCOUNT_1,CAT_DEPENDENTS_1,DTI,STI,CUR,TOTAL_SPENDING,GAMBLING_PERCENTAGE,IS_HIGH_DEBT,IS_LOW_SAVINGS,NEW_CREDIT_SCORE,LOAN_STATUS
C77BH7Y6NQ,237505,296882,554179,1.25,2.3333,1.8667,4382,276,0.063,0.0185,0.0148,0.0079,6265,3153,0.5033,0.0264,0.0211,0.0113,23781,12028,0.5058,0.1001,0.0801,0.0429,0,0,0.7723,0.0,0.0,0.0,0,0,0.5246,0.0,0.0,0.0,22122,9650,0.4362,0.0931,0.0745,0.0399,4422,2831,0.6402,0.0186,0.0149,0.008,33548,16978,0.5061,0.1413,0.113,0.0605,9502,5189,0.5461,0.04,0.032,0.0171,81412,44061,0.5412,0.3428,0.2742,0.1469,12487,6285,0.5033,0.0526,0.0421,0.0225,197921,100451,0.5075,0.8333,0.6667,0.3571,672,0,False,True,True,False,False,True,False,0.06306219317292507,0.07758598531048544,0.5258514075999474,0.5584717136450085,0.0,1.0,0.0,531.38,REJECTED
C77PC8A6E9,15221,3044,0,0.2,0.0,0.0,195,75,0.3846,0.0128,0.0641,0.1129,0,0,0.5062,0.0,0.0,0.0,6373,4105,0.6441,0.4187,2.0936,0.1008,0,0,0.2867,0.0,0.0,0.0,0,0,0.4564,0.0,0.0,0.0028,725,375,0.5172,0.0476,0.2382,0.0553,0,0,0.3071,0.0,0.0,0.0067,0,0,0.5061,0.0,0.0,0.0,0,0,0.4858,0.0,0.0,0.0,7928,3768,0.4753,0.5209,2.6045,0.6778,0,0,0.5,0.0,0.0,0.0581,15221,8323,0.5468,1.0,5.0003,0.0,645,1,False,True,False,False,False,True,False,0.0,0.012412910723594591,0.0,0.03986488404439524,0.0,0.0,1.0,672.46,REJECTED
C786XCTMG7,0,2910,4802,0.0,12.4058,1.6502,0,0,0.6631,0.0454,0.0,0.0,0,0,0.5036,0.0667,0.0,0.0,0,0,0.4876,0.167,0.0,0.0,0,0,1.1876,0.0017,0.0,0.0,0,0,0.5345,0.0852,0.0,0.0,463,241,0.5205,0.2652,0.1591,0.0964,124,70,0.5645,0.078,0.0426,0.0258,640,324,0.5062,0.1928,0.2199,0.1333,0,0,0.4807,0.0183,0.0,0.0,0,0,0.1164,0.2227,0.0,0.0,228,114,0.5,0.0433,0.0784,0.0475,1455,749,0.5148,1.331,0.5,0.303,502,0,False,True,True,False,False,True,False,0.1060151994218732,0.1427576242542068,0.643165701554351,0.0007891225978597181,0.0,1.0,0.0,538.8,REJECTED
C7E9VWUS6H,92173,73738,9217,0.8,0.1,0.125,10316,6071,0.5885,0.1119,0.1399,1.1192,0,0,0.5,0.0,0.0,0.0,23795,15295,0.6428,0.2582,0.3227,2.5816,0,0,0.3139,0.0,0.0,0.0,0,0,0.484,0.0,0.0,0.0,5747,2969,0.5166,0.0624,0.0779,0.6235,2324,1015,0.4367,0.0252,0.0315,0.2521,15979,8087,0.5061,0.1734,0.2167,1.7336,2315,1158,0.5002,0.0251,0.0314,0.2512,28909,19020,0.6579,0.3136,0.3921,3.1365,2788,1397,0.5011,0.0302,0.0378,0.3025,92173,55012,0.5968,1.0,1.25,10.0003,611,0,False,True,True,False,False,True,False,0.00270257420556637,0.049654635800274106,0.054362790471063994,0.25829856084475855,0.0,0.0,0.0,764.23,APPROVED
C7ERV95N79,71426,138089,152374,1.9333,2.1333,1.1034,2435,1305,0.5359,0.0341,0.0176,0.016,0,0,0.5043,0.0,0.0,0.0,13312,6783,0.5095,0.1864,0.0964,0.0874,0,0,1.1203,0.0,0.0,0.0,0,0,0.498,0.0,0.0,0.0,14499,7482,0.516,0.203,0.105,0.0952,5033,2535,0.5037,0.0705,0.0364,0.033,0,0,0.5061,0.0,0.0,0.0,5339,2915,0.546,0.0747,0.0387,0.035,0,0,0.7125,0.0,0.0,0.0,6999,3517,0.5025,0.098,0.0507,0.0459,47617,24537,0.5153,0.6667,0.3448,0.3125,634,0,False,True,True,False,False,True,False,0.05765623800282512,0.11999825340697948,0.4349138394789459,0.13182321382951548,0.0,1.0,0.0,559.38,REJECTED
C7J5ZDH9QO,102302,102302,235295,1.0,2.3,2.3,17660,13201,0.7475,0.1726,0.1726,0.0751,9003,4533,0.5035,0.088,0.088,0.0383,27338,14038,0.5135,0.2672,0.2672,0.1162,0,0,0.7516,0.0,0.0,0.0,0,0,0.5692,0.0,0.0,0.0,10817,6284,0.5809,0.1057,0.1057,0.046,3299,2230,0.676,0.0322,0.0322,0.014,25916,13116,0.5061,0.2533,0.2533,0.1101,3754,1879,0.5005,0.0367,0.0367,0.016,0,0,0.4491,0.0,0.0,0.0,4515,2274,0.5037,0.0441,0.0441,0.0192,102302,57555,0.5626,1.0,1.0,0.4348,623,0,False,True,True,False,False,True,False,0.0621613355940477,0.06206863144672578,0.5524938721421105,0.28705044139771213,0.0,1.0,0.0,536.68,REJECTED
C7JA93ZDD4,28181,11272,397352,0.4,14.1,35.2512,618,318,0.5146,0.0219,0.0548,0.0016,7786,3901,0.501,0.2763,0.6907,0.0196,2951,1495,0.5066,0.1047,0.2618,0.0074,0,0,1.2123,0.0,0.0,0.0,0,0,0.4971,0.0,0.0,0.0,4126,2132,0.5167,0.1464,0.366,0.0104,557,441,0.7917,0.0198,0.0494,0.0014,0,0,0.5062,0.0,0.0,0.0,0,0,0.514,0.0,0.0,0.0,11254,4009,0.3562,0.3993,0.9984,0.0283,889,447,0.5028,0.0315,0.0789,0.0022,28181,12743,0.4522,1.0,2.5001,0.0709,544,1,False,True,True,False,False,True,False,0.3810752701286677,0.02482657157898914,0.9396271218865615,0.07665275767123678,0.0,1.0,0.0,463.31,REJECTED
C7JJ60IKOT,110743,694658,422835,6.2727,3.8182,0.6087,5286,4186,0.7919,0.0477,0.0076,0.0125,12250,6156,0.5025,0.1106,0.0176,0.029,3297,1681,0.5099,0.0298,0.0047,0.0078,0,0,1.3647,0.0,0.0,0.0,0,0,0.5216,0.0,0.0,0.0,27994,15713,0.5613,0.2528,0.0403,0.0662,6995,4667,0.6672,0.0632,0.0101,0.0165,0,0,0.5062,0.0,0.0,0.0,2717,1361,0.5009,0.0245,0.0039,0.0064,35604,26021,0.7308,0.3215,0.0513,0.0842,6532,3283,0.5026,0.059,0.0094,0.0154,100675,63068,0.6265,0.9091,0.1449,0.2381,595,0,False,True,True,False,False,True,True,0.1031920896886467,0.38933811964205084,0.3555959842278012,0.28243208720088564,0.0,1.0,0.0,579.8,REJECTED
C7JLBW6G6D,260417,725447,446429,2.7857,1.7143,0.6154,19951,14367,0.7201,0.0766,0.0275,0.0447,0,0,0.4994,0.0,0.0,0.0,23986,13545,0.5647,0.0921,0.0331,0.0537,0,0,1.0495,0.0,0.0,0.0,0,0,0.4773,0.0,0.0,0.0,25863,14751,0.5704,0.0993,0.0357,0.0579,10453,5258,0.503,0.0401,0.0144,0.0234,0,0,0.5061,0.0,0.0,0.0,6931,3855,0.5562,0.0266,0.0096,0.0155,87664,53648,0.612,0.3366,0.1208,0.1964,11164,5621,0.5035,0.0429,0.0154,0.025,186012,111045,0.597,0.7143,0.2564,0.4167,592,0,False,True,True,False,False,True,False,0.046331336667283486,0.17290538819329337,0.3219498824416663,0.524667177609356,0.0,1.0,0.0,563.39,REJECTED
C7JVBVS5G5,60917,636858,88606,10.4545,1.4545,0.1391,1345,1095,0.8141,0.0221,0.0021,0.0152,0,0,0.5034,0.0,0.0,0.0,8273,5362,0.6481,0.1358,0.013,0.0934,0,0,1.103,0.0,0.0,0.0,0,0,0.5445,0.0,0.0,0.0,7156,3690,0.5157,0.1175,0.0112,0.0808,4815,1629,0.3383,0.079,0.0076,0.0543,12118,6133,0.5061,0.1989,0.019,0.1368,270,162,0.6,0.0044,0.0004,0.003,18705,8967,0.4794,0.3071,0.0294,0.2111,2697,1357,0.5032,0.0443,0.0042,0.0304,55379,28395,0.5127,0.9091,0.087,0.625,642,0,False,True,True,False,False,True,False,0.039311207753863875,0.648897754089973,0.11638522786343901,0.1538561980186778,0.0,1.0,0.0,638.17,REJECTED
C7K2888WAA,89043,53426,641110,0.6,7.2,12.0,10349,2215,0.214,0.1162,0.1937,0.0161,0,0,0.5004,0.0,0.0,0.0,24680,12405,0.5026,0.2772,0.4619,0.0385,0,0,0.802,0.0,0.0,0.0,14965,7580,0.5065,0.1681,0.2801,0.0233,7667,3601,0.4697,0.0861,0.1435,0.012,692,172,0.2486,0.0078,0.013,0.0011,23481,11883,0.5061,0.2637,0.4395,0.0366,3118,1703,0.5462,0.035,0.0584,0.0049,0,0,0.2623,0.0,0.0,0.0,4091,2051,0.5013,0.0459,0.0766,0.0064,89043,41610,0.4673,1.0,1.6667,0.1389,569,0,False,False,True,False,False,True,False,0.19459179768115162,0.03724131828074943,0.8451182969867641,0.24941383519259705,0.6130439124827536,1.0,0.0,407.01,REJECTED
C7K2J89CI8,112744,403998,1428086,3.5833,12.6666,3.5349,2972,471,0.1585,0.0264,0.0074,0.0021,18496,9296,0.5026,0.1641,0.0458,0.013,4976,2513,0.505,0.0441,0.0123,0.0035,0,0,0.6198,0.0,0.0,0.0,0,0,0.4944,0.0,0.0,0.0,35106,16640,0.474,0.3114,0.0869,0.0246,3617,185,0.0511,0.0321,0.009,0.0025,0,0,0.5062,0.0,0.0,0.0,3761,1712,0.4552,0.0334,0.0093,0.0026,15150,6216,0.4103,0.1344,0.0375,0.0106,9875,4953,0.5016,0.0876,0.0244,0.0069,93953,41986,0.4469,0.8333,0.2326,0.0658,545,1,False,True,True,False,False,True,True,0.3423360895780083,0.2224118619812524,0.7584743611429225,0.2633512163274575,0.0,1.0,0.0,496.81,REJECTED
C7L3TVE8Y7,46547,67704,118482,1.4545,2.5454,1.75,1952,93,0.0476,0.0419,0.0288,0.0165,2595,1300,0.501,0.0558,0.0383,0.0219,10871,7136,0.6564,0.2335,0.1606,0.0918,0,0,0.8727,0.0,0.0,0.0,4571,2382,0.5211,0.0982,0.0675,0.0386,2205,909,0.4122,0.0474,0.0326,0.0186,775,166,0.2142,0.0166,0.0114,0.0065,0,0,0.5062,0.0,0.0,0.0,898,540,0.6013,0.0193,0.0133,0.0076,17155,7827,0.4563,0.3686,0.2534,0.1448,1293,649,0.5019,0.0278,0.0191,0.0109,42315,21002,0.4963,0.9091,0.625,0.3571,589,0,False,False,True,False,False,True,False,0.06879429808115399,0.09028067595052576,0.5258503296260462,0.11677311306026286,0.39403202699631135,1.0,0.0,493.25,REJECTED
C7NHAUTLND,43294,59037,184983,1.3636,4.2727,3.1333,2475,608,0.2457,0.0572,0.0419,0.0134,2397,1210,0.5048,0.0554,0.0406,0.013,7294,3720,0.51,0.1685,0.1235,0.0394,0,0,1.0657,0.0,0.0,0.0,0,0,0.4657,0.0,0.0,0.0,2394,1189,0.4967,0.0553,0.0406,0.0129,398,398,1.0,0.0092,0.0067,0.0022,6890,3487,0.5061,0.1591,0.1167,0.0372,996,498,0.5,0.023,0.0169,0.0054,15316,7859,0.5131,0.3538,0.2594,0.0828,1198,601,0.5017,0.0277,0.0203,0.0065,39358,19570,0.4972,0.9091,0.6667,0.2128,615,0,False,True,True,True,False,True,False,0.11547709989257922,0.08463865188525778,0.6650323498538441,0.1083794601038917,0.0,1.0,0.0,526.86,REJECTED
C7QEBQW9RI,170819,931740,1133617,5.4545,6.6364,1.2167,6943,1458,0.21,0.0406,0.0075,0.0061,0,0,0.5041,0.0,0.0,0.0,8362,4309,0.5153,0.049,0.009,0.0074,0,0,0.9643,0.0,0.0,0.0,0,0,0.4255,0.0,0.0,0.0,58953,27296,0.463,0.3451,0.0633,0.052,9975,3976,0.3986,0.0584,0.0107,0.0088,0,0,0.506,0.0,0.0,0.0,6438,2931,0.4553,0.0377,0.0069,0.0057,47740,17071,0.3576,0.2795,0.0512,0.0421,16879,8499,0.5035,0.0988,0.0181,0.0149,155290,65540,0.422,0.9091,0.1667,0.137,628,0,False,True,True,False,False,True,True,0.17935848949299063,0.33855617152759515,0.5236343277081632,0.43746061483436943,0.0,1.0,0.0,544.05,REJECTED
C7S01K7107,182933,436226,1590113,2.3846,8.6923,3.6452,4661,1588,0.3407,0.0255,0.0107,0.0029,0,0,0.5045,0.0,0.0,0.0,26703,18001,0.6741,0.146,0.0612,0.0168,0,0,0.3823,0.0,0.0,0.0,0,0,0.4612,0.0,0.0,0.0,19075,9848,0.5163,0.1043,0.0437,0.012,7710,3374,0.4376,0.0421,0.0177,0.0048,0,0,0.5061,0.0,0.0,0.0,7692,3850,0.5005,0.042,0.0176,0.0048,65607,37491,0.5714,0.3586,0.1504,0.0413,9270,4668,0.5036,0.0507,0.0213,0.0058,140718,78820,0.5601,0.7692,0.3226,0.0885,566,0,False,True,True,False,False,True,False,0.23492416632475033,0.1480102049465072,0.7434410567244782,0.3960969655681399,0.0,1.0,0.0,500.28,REJECTED
C7TG8MQ37K,144329,278348,1154630,1.9286,8.0,4.1482,1727,901,0.5217,0.012,0.0062,0.0015,2771,1401,0.5056,0.0192,0.01,0.0024,10553,5376,0.5094,0.0731,0.0379,0.0091,0,0,1.1125,0.0,0.0,0.0,5075,2581,0.5086,0.0352,0.0182,0.0044,11536,5952,0.516,0.0799,0.0414,0.01,4158,1387,0.3336,0.0288,0.0149,0.0036,14995,7588,0.506,0.1039,0.0539,0.013,4634,2320,0.5006,0.0321,0.0166,0.004,42057,22173,0.5272,0.2914,0.1511,0.0364,5586,2806,0.5023,0.0387,0.0201,0.0048,103092,52485,0.5091,0.7143,0.3704,0.0893,544,0,False,False,True,False,False,True,False,0.2162125991213007,0.1197034513225563,0.7561263071096739,0.2892929120894717,0.17956666972379365,1.0,0.0,478.04,REJECTED
C7W46BEW81,25472,342454,28302,13.4443,1.1111,0.0826,711,80,0.1125,0.0279,0.0021,0.0251,0,0,0.5088,0.0,0.0,0.0,3673,1859,0.5061,0.1442,0.0107,0.1298,0,0,0.4728,0.0,0.0,0.0,0,0,0.4605,0.0,0.0,0.0,4505,2335,0.5183,0.1769,0.0132,0.1592,1208,135,0.1118,0.0474,0.0035,0.0427,7551,3822,0.5062,0.2964,0.022,0.2668,187,85,0.4545,0.0073,0.0005,0.0066,8786,2764,0.3146,0.3449,0.0257,0.3104,1681,847,0.5039,0.066,0.0049,0.0594,28302,11927,0.4214,1.1111,0.0826,1.0,668,0,False,True,True,False,False,True,False,0.030029343886565116,0.8344712277582063,0.07378017924655136,0.07699622470124047,0.0,1.0,0.0,661.99,REJECTED
C7XJH42EUS,14812,171819,14812,11.6,1.0,0.0862,735,19,0.0259,0.0496,0.0043,0.0496,0,0,0.502,0.0,0.0,0.0,2717,1382,0.5086,0.1834,0.0158,0.1834,0,0,0.7943,0.0,0.0,0.0,238,133,0.5588,0.0161,0.0014,0.0161,2689,1070,0.3979,0.1815,0.0157,0.1815,1021,257,0.2517,0.0689,0.0059,0.0689,0,0,0.5062,0.0,0.0,0.0,144,72,0.5,0.0097,0.0008,0.0097,6007,1461,0.2432,0.4055,0.035,0.4055,1261,634,0.5028,0.0851,0.0073,0.0851,14812,5028,0.3395,1.0,0.0862,1.0,637,1,True,False,True,False,False,True,False,0.027026621704423243,0.7199952866962582,0.07595025992463805,0.03870390871157285,0.058610833891962845,1.0,0.0,645.74,REJECTED
C7Z8KUBDSL,253599,743890,980583,2.9333,3.8667,1.3182,15283,7904,0.5172,0.0603,0.0205,0.0156,0,0,0.5038,0.0,0.0,0.0,20678,10275,0.4969,0.0815,0.0278,0.0211,0,0,0.894,0.0,0.0,0.0,0,0,0.409,0.0,0.0,0.0,22968,11863,0.5165,0.0906,0.0309,0.0234,5325,1386,0.2603,0.021,0.0072,0.0054,29955,15159,0.5061,0.1181,0.0403,0.0305,8483,3861,0.4551,0.0335,0.0114,0.0087,55237,22359,0.4048,0.2178,0.0743,0.0563,11137,5608,0.5035,0.0439,0.015,0.0114,169066,78415,0.4638,0.6667,0.2273,0.1724,629,0,False,True,True,False,False,True,False,0.10450295857155768,0.18206788767662663,0.5120472121771579,0.4765647619858639,0.0,1.0,0.0,539.52,REJECTED
C82W3QNQQD,159668,1204770,87092,7.5455,0.5455,0.0723,4730,1537,0.3249,0.0296,0.0039,0.0543,17872,9015,0.5044,0.1119,0.0148,0.2052,4827,2459,0.5094,0.0302,0.004,0.0554,0,0,0.5168,0.0,0.0,0.0,0,0,0.4683,0.0,0.0,0.0,31401,13609,0.4334,0.1967,0.0261,0.3605,5767,1233,0.2138,0.0361,0.0048,0.0662,39208,19843,0.5061,0.2456,0.0325,0.4502,3622,1978,0.5461,0.0227,0.003,0.0416,28197,13873,0.492,0.1766,0.0234,0.3238,9529,4775,0.5011,0.0597,0.0079,0.1094,145153,68322,0.4707,0.9091,0.1205,1.6667,664,0,False,True,True,False,True,True,True,0.014741855208818481,0.4683369561093758,0.06197549288899928,0.40868602571744866,0.0,1.0,0.0,622.65,REJECTED
C83EC7WOMR,113615,605946,1126680,5.3333,9.9166,1.8594,2264,1055,0.466,0.0199,0.0037,0.002,0,0,0.505,0.0,0.0,0.0,5055,3260,0.6449,0.0445,0.0083,0.0045,0,0,0.607,0.0,0.0,0.0,0,0,0.493,0.0,0.0,0.0,23497,9919,0.4221,0.2068,0.0388,0.0209,2979,1155,0.3877,0.0262,0.0049,0.0026,29894,15128,0.5061,0.2631,0.0493,0.0265,2761,1507,0.5458,0.0243,0.0046,0.0025,21001,7968,0.3794,0.1848,0.0347,0.0186,7228,3634,0.5028,0.0636,0.0119,0.0064,94679,43626,0.4608,0.8333,0.1562,0.084,554,0,False,True,True,False,True,True,True,0.26801350298763,0.3310323368447626,0.6303473560326431,0.26541201850747964,0.0,1.0,0.0,527.85,REJECTED
C85M4QR53M,43974,562867,13192,12.8,0.3,0.0234,552,276,0.5,0.0126,0.001,0.0418,0,0,0.5035,0.0,0.0,0.0,6411,3252,0.5073,0.1458,0.0114,0.486,0,0,0.3143,0.0,0.0,0.0,0,0,0.6208,0.0,0.0,0.0,7476,3692,0.4938,0.17,0.0133,0.5667,2906,114,0.0392,0.0661,0.0052,0.2203,13154,6657,0.5061,0.2991,0.0234,0.9971,319,174,0.5455,0.0073,0.0006,0.0242,10232,1456,0.1423,0.2327,0.0182,0.7756,2924,1468,0.5021,0.0665,0.0052,0.2216,43974,17089,0.3886,1.0,0.0781,3.3334,679,0,False,True,True,False,False,True,False,0.008107863590411412,0.7944782002211351,0.021976755664113164,0.12148230151295808,0.0,0.0,0.0,834.77,APPROVED
C87QZD07B3,188674,1021982,1871013,5.4167,9.9166,1.8308,5382,666,0.1237,0.0285,0.0053,0.0029,21315,10678,0.501,0.113,0.0209,0.0114,5764,2905,0.504,0.0306,0.0056,0.0031,0,0,0.925,0.0,0.0,0.0,1682,854,0.5077,0.0089,0.0016,0.0009,40256,18869,0.4687,0.2134,0.0394,0.0215,3836,1036,0.2701,0.0203,0.0038,0.0021,46999,23786,0.5061,0.2491,0.046,0.0251,3946,1581,0.4007,0.0209,0.0039,0.0021,16670,3059,0.1835,0.0884,0.0163,0.0089,11378,5744,0.5048,0.0603,0.0111,0.0061,157228,69178,0.44,0.8333,0.1538,0.084,537,0,False,False,True,True,True,True,True,0.2680134017143753,0.3362043742284984,0.6271314158583513,0.44296176445542024,0.03902210993605608,1.0,0.0,517.28,REJECTED
C87WWMW4CD,15827,3165,0,0.2,0.0,0.0,68,0,0.4197,0.0043,0.0215,0.2204,492,246,0.5,0.0311,0.1555,0.0,6507,3330,0.5118,0.4111,2.0559,0.058,0,0,0.9351,0.0,0.0,0.0011,0,0,0.6219,0.0,0.0,0.0212,927,433,0.4671,0.0586,0.2929,0.0,0,0,0.4025,0.0,0.0,0.1615,0,0,0.506,0.0,0.0,0.3348,0,0,0.4936,0.0,0.0,0.0287,7833,933,0.1191,0.4949,2.4749,0.2502,0,0,0.503,0.0,0.0,0.0,15827,4942,0.3123,1.0,5.0006,0.6584,696,0,False,True,False,False,False,True,False,0.0,0.012412157612237764,0.0,0.041585057764909596,0.0,0.0,1.0,672.4,REJECTED
C8AEZB1KHF,258041,774122,1892299,3.0,7.3333,2.4444,20808,11949,0.5743,0.0806,0.0269,0.011,6856,3440,0.5018,0.0266,0.0089,0.0036,36617,23809,0.6502,0.1419,0.0473,0.0194,0,0,1.1619,0.0,0.0,0.0,0,0,0.5597,0.0,0.0,0.0,28130,14575,0.5181,0.109,0.0363,0.0149,11362,6531,0.5748,0.044,0.0147,0.006,0,0,0.5062,0.0,0.0,0.0,10387,5672,0.5461,0.0403,0.0134,0.0055,87225,46673,0.5351,0.338,0.1127,0.0461,13649,6821,0.4997,0.0529,0.0176,0.0072,215034,119470,0.5556,0.8333,0.2778,0.1136,550,0,False,True,True,False,False,True,False,0.19819505126959824,0.18620565380231147,0.6683616445393986,0.6070481705413154,0.0,1.0,0.0,508.37,REJECTED
C8BL5UKZ2M,29826,414581,0,13.9,0.0,0.0,460,162,0.3522,0.0154,0.0011,0.106,0,0,0.5027,0.0,0.0,0.0,3392,1739,0.5127,0.1137,0.0082,0.243,0,0,1.532,0.0,0.0,0.0,0,0,0.6261,0.0,0.0,0.0054,4156,2143,0.5156,0.1393,0.01,0.0563,3863,1962,0.5079,0.1295,0.0093,0.1351,7061,3574,0.5062,0.2367,0.017,0.1352,169,79,0.4675,0.0057,0.0004,0.0224,9162,5349,0.5838,0.3072,0.0221,0.0,1563,780,0.499,0.0524,0.0038,0.2473,29826,15788,0.5293,1.0,0.0719,0.0,658,0,False,True,False,False,False,True,False,0.0,0.8627531446997594,0.0,0.08132220613698943,0.0,0.0,0.0,845.14,APPROVED
C8CDJWBDA3,21210,16968,2121,0.8,0.1,0.125,2546,422,0.1658,0.12,0.15,1.2004,0,0,0.5002,0.0,0.0,0.0,6605,3383,0.5122,0.3114,0.3893,3.1141,0,0,0.6816,0.0,0.0,0.0,0,0,0.5142,0.0,0.0,0.0,2544,1463,0.5751,0.1199,0.1499,1.1994,601,212,0.3527,0.0283,0.0354,0.2834,0,0,0.506,0.0,0.0,0.0,825,450,0.5455,0.0389,0.0486,0.389,6999,1796,0.2566,0.33,0.4125,3.2999,1090,549,0.5037,0.0514,0.0642,0.5139,21210,8275,0.3901,1.0,1.25,10.0,675,0,False,True,True,False,False,True,False,0.0027026621704423245,0.04965490515738063,0.054364342602722056,0.056865082744329956,0.0,0.0,0.0,771.07,APPROVED
C8CLHO0RZ1,244600,838627,1118170,3.4286,4.5714,1.3333,14348,8273,0.5766,0.0587,0.0171,0.0128,3686,1851,0.5022,0.0151,0.0044,0.0033,14161,7202,0.5086,0.0579,0.0169,0.0127,0,0,0.6816,0.0,0.0,0.0,0,0,0.6147,0.0,0.0,0.0,19985,12651,0.633,0.0817,0.0238,0.0179,6467,4733,0.7319,0.0264,0.0077,0.0058,19798,10020,0.5061,0.0809,0.0236,0.0177,5610,3063,0.546,0.0229,0.0067,0.005,83331,56984,0.6838,0.3407,0.0994,0.0745,7328,3671,0.501,0.03,0.0087,0.0066,174714,108448,0.6207,0.7143,0.2083,0.1562,568,1,False,True,True,False,True,True,False,0.12355011280145109,0.212806337629899,0.5246590971068049,0.4925970081466973,0.0,1.0,0.0,538.03,REJECTED
C8EN80T4XM,62883,597388,94324,9.5,1.5,0.1579,2414,1255,0.5199,0.0384,0.004,0.0256,0,0,0.5022,0.0,0.0,0.0,9136,5954,0.6517,0.1453,0.0153,0.0969,0,0,1.0592,0.0,0.0,0.0,496,314,0.6331,0.0079,0.0008,0.0053,8005,4109,0.5133,0.1273,0.0134,0.0849,6474,3752,0.5795,0.103,0.0108,0.0686,13567,6866,0.5061,0.2157,0.0227,0.1438,330,180,0.5455,0.0052,0.0006,0.0035,19430,10379,0.5342,0.309,0.0325,0.206,3031,1526,0.5035,0.0482,0.0051,0.0321,62883,34335,0.546,1.0,0.1053,0.6667,583,0,True,False,True,False,False,True,False,0.04053971766054447,0.5896515052191629,0.12911480036512826,0.1751568310198984,0.02877153750505613,1.0,0.0,627.07,REJECTED
C8FIF9POPD,192324,288486,634669,1.5,3.3,2.2,23542,11470,0.4872,0.1224,0.0816,0.0371,0,0,0.5043,0.0,0.0,0.0,24955,12864,0.5155,0.1298,0.0865,0.0393,0,0,0.5563,0.0,0.0,0.0,15657,7872,0.5028,0.0814,0.0543,0.0247,10026,5929,0.5914,0.0521,0.0348,0.0158,5298,3368,0.6357,0.0275,0.0184,0.0083,23499,11892,0.5061,0.1222,0.0815,0.037,3403,1704,0.5007,0.0177,0.0118,0.0054,81858,52406,0.6402,0.4256,0.2838,0.129,4086,2048,0.5012,0.0212,0.0142,0.0064,192324,109553,0.5696,1.0,0.6667,0.303,602,1,False,False,True,True,False,True,False,0.08918782351929345,0.09310294717008867,0.5876972100337283,0.5425842345794658,0.29695436627430094,1.0,0.0,483.49,REJECTED
C8HME9YVKO,279743,536174,1771704,1.9167,6.3333,3.3043,30489,22986,0.7539,0.109,0.0569,0.0172,5639,2832,0.5022,0.0202,0.0105,0.0032,21383,10932,0.5112,0.0764,0.0399,0.0121,0,0,0.6413,0.0,0.0,0.0,0,0,0.5724,0.0,0.0,0.0,27351,16081,0.5879,0.0978,0.051,0.0154,9783,3063,0.3131,0.035,0.0182,0.0055,0,0,0.506,0.0,0.0,0.0,8609,3918,0.4551,0.0308,0.0161,0.0049,118519,85641,0.7226,0.4237,0.221,0.0669,11346,5734,0.5054,0.0406,0.0212,0.0064,233119,151187,0.6485,0.8333,0.4348,0.1316,581,1,False,True,True,True,False,True,False,0.17116844310747178,0.11896485844977979,0.707226035685152,0.6583837179596356,0.0,1.0,0.0,500.17,REJECTED
